Apps,Version,Pubs,Datasets,ntax,alignment_counts,site_counts,Datatype,Analyses,Platform,OS_name,CPU,Benchmark_dates,Latest_bench,Execution_time,RAM_usage_kb,CPU_usage
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,3:23.46,714500,109%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,3:18.93,713760,110%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,3:23.37,712740,109%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,3:09.58,713832,110%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,3:19.55,713144,109%
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,3:11.01,712460,110%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:05.22,507816,402%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:07.01,511476,326%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:05.27,512788,398%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:05.35,511524,396%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:05.24,511700,399%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:05.15,513564,410%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:05.25,506592,403%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:05.08,513584,411%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:05.23,515684,404%
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:05.18,511064,401%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:10.23,376016,204%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:10.20,376304,202%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:09.87,376864,208%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:10.16,377400,205%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:10.14,378176,204%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:13.90,379748,175%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:09.84,376172,207%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:09.73,375156,209%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:10.02,377604,205%
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Conversion,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/05/2022,TRUE,0:10.22,377532,204%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:09.05,56676,371%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:11.15,57584,306%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:11.70,63692,291%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:10.83,72276,314%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:09.10,55820,365%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:09.17,56676,362%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:08.95,56620,374%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:11.40,56592,297%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:12.04,64384,282%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:10.07,56584,330%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:14.50,114580,341%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:13.07,118904,370%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:17.08,113288,287%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:15.81,116132,309%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:13.29,116844,361%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:13.11,120232,370%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:16.63,112564,295%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:16.00,115288,303%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:13.20,113548,368%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:13.32,116296,361%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,4:17.05,2464252,95%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,4:29.05,2202548,94%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,4:14.35,2376456,95%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,4:18.06,2343856,95%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,4:31.93,2255576,95%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,4:17.61,2214804,95%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,4:21.88,2158476,95%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,4:13.56,2566316,95%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,4:16.96,2273592,95%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,4:14.82,2505716,95%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,8:41.72,2527972,85%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,8:07.15,2525072,89%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,8:13.06,1845168,91%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,9:06.31,2534420,83%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,8:47.00,2089620,87%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,8:06.68,2524104,89%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,8:19.43,2291040,89%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,8:32.39,2243432,88%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,8:42.97,2065244,87%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,macOS,Apple M1,03/19/2022,TRUE,8:21.91,2190512,88%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:00.69,75944,1877%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:00.69,72884,1914%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:00.68,76240,1912%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:00.68,75228,1921%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:00.68,75864,1907%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:00.69,78472,1899%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:00.69,78716,1910%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:00.68,75920,1909%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:00.69,75844,1919%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:00.69,77008,1909%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:01.10,152236,1905%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:01.11,154088,1896%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:01.12,154436,1883%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:01.13,157556,1890%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:01.11,154092,1897%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:01.11,151284,1903%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:01.14,159664,1848%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:01.13,155360,1858%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:01.11,159900,1891%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:01.12,152408,1884%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:37.16,1003600,398%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:39.08,1002208,383%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:40.09,1003880,372%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:39.84,1002208,378%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:39.93,1002308,376%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:40.27,1004328,375%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:37.14,1002320,397%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:36.23,1001588,406%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:36.95,1002272,399%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,0:39.79,1001640,378%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,1:04.97,1725276,372%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,1:04.43,1724696,371%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,1:04.14,1723264,372%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,1:04.39,1723408,374%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,1:04.79,1725300,370%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,1:04.39,1724316,372%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,1:04.41,1724764,370%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,1:04.78,1725052,370%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,1:03.88,1725184,372%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,03/10/2022,TRUE,1:04.42,1726644,370%
SEGUL,0.18.1,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:00.92,380520,1627%
SEGUL,0.18.1,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:00.90,378748,1682%
SEGUL,0.18.1,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:00.91,379816,1667%
SEGUL,0.18.1,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:00.91,381776,1670%
SEGUL,0.18.1,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:00.90,377336,1672%
SEGUL,0.18.1,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:00.90,378400,1685%
SEGUL,0.18.1,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:00.91,380480,1659%
SEGUL,0.18.1,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:00.90,381164,1677%
SEGUL,0.18.1,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:00.91,377168,1672%
SEGUL,0.18.1,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:00.90,376756,1679%
SEGUL,0.18.1,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:01.50,652780,1615%
SEGUL,0.18.1,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:01.50,657700,1615%
SEGUL,0.18.1,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:01.50,657848,1609%
SEGUL,0.18.1,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:01.51,653340,1611%
SEGUL,0.18.1,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:01.51,660460,1604%
SEGUL,0.18.1,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:01.50,664260,1612%
SEGUL,0.18.1,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:01.50,655040,1611%
SEGUL,0.18.1,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:01.51,659568,1605%
SEGUL,0.18.1,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:01.50,654472,1608%
SEGUL,0.18.1,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:01.51,663664,1607%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:37.89,1002300,391%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:37.19,1001784,396%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Summary Statistics,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:37.72,1001568,392%
