Benchmark,type,OS,CPU,Dataset,Execution_time,RAM_usage_kb,CPU_usage
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,1:04.08,1724568,372%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,1:03.27,1724000,373%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.78,144276,1976%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.78,145792,1988%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.79,141728,1978%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.79,144112,1989%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.78,144396,1999%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.78,143928,2001%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.79,141548,1991%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.79,143992,1988%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.78,144824,2013%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.78,143356,1996%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.32,335224,1812%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.30,335820,1842%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.30,339320,1839%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.30,336764,1847%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.29,337588,1844%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.30,334104,1855%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.29,335976,1853%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.30,337068,1844%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.31,337116,1838%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.31,333840,1811%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.06,102280,2191%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.06,102728,2197%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.07,102212,2162%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.06,99992,2191%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.06,101392,2194%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.06,102668,2191%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.07,102664,2193%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.07,102148,2194%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.07,102908,2172%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.06,100680,2192%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.85,242168,1673%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.85,240304,1685%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.86,240256,1673%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.87,240784,1675%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.85,238420,1670%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.85,238020,1690%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.86,239628,1670%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.88,240992,1623%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.85,239988,1669%
Benchmarking SEGUL,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.86,240492,1666%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:42.09,1243836,421%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:41.64,1243428,427%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:41.73,1245888,427%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:41.68,1244548,428%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:41.75,1245452,428%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:41.95,1243368,421%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:42.18,1243468,424%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:41.94,1245452,428%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:41.73,1245064,424%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:41.88,1245012,429%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,1:19.21,2022736,388%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,1:19.08,2022156,390%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,1:19.04,2022388,388%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,1:15.41,2022272,405%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,1:18.68,2022224,390%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,1:19.15,2022436,389%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,1:18.86,2022304,391%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,1:19.05,2024316,393%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,1:18.89,2022764,392%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,1:19.08,2024468,392%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:47.92,1476832,496%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:48.09,1475156,496%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:48.37,1476328,494%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:48.24,1474676,495%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:48.00,1475720,496%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:48.31,1475620,491%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:48.24,1473944,492%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:48.37,1476188,493%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:48.05,1475996,493%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:48.09,1473536,493%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:39.50,1005788,420%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:39.88,1006168,415%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:39.52,1005844,419%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:40.34,1007932,410%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:40.19,1005952,414%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:39.87,1007916,417%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:40.88,1007304,410%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:40.38,1005784,410%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:39.60,1006056,419%
Benchmarking AMAS,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:39.15,1005952,419%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:26.45,47760,2275%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:26.13,46436,2257%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:26.23,46612,2254%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:26.23,47948,2269%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:25.84,46856,2274%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:26.23,46556,2272%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:26.14,46744,2277%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:26.24,46708,2257%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:26.13,46208,2280%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:26.33,46388,2281%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:35.45,47444,2288%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:35.25,47460,2297%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:35.65,47100,2295%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:35.66,47304,2292%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:35.05,47304,2296%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:35.56,47420,2297%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:35.45,47416,2282%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:35.55,47224,2293%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:35.35,48760,2299%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:35.15,47416,2294%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:32.35,46884,2294%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:32.34,47932,2312%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:33.15,46084,2304%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:32.14,47704,2312%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:32.65,47648,2309%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:32.55,46044,2309%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:32.85,46928,2306%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:32.75,46392,2297%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:33.24,45992,2301%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:32.24,46268,2309%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:19.46,66948,2285%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:19.48,68480,2280%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:19.35,68384,2278%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:19.38,66912,2278%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:19.46,67024,2284%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:19.36,66896,2294%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:19.95,68704,2270%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:19.35,66848,2297%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:19.26,66912,2270%
Benchmarking Phyluce,summary,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:19.37,66772,2283%
